SKU Code,Design No.,Stock,Category,Size,Color
J0321-KR-XXXL,J0321,1.0,KURTA,XXXL,GREY
J0322-KR-L,J0322,2.0,KURTA,L,BLACK
J0322-KR-M,J0322,2.0,KURTA,M,BLACK
J0322-KR-S,J0322,2.0,KURTA,S,BLACK
J0322-KR-XL,J0322,0.0,KURTA,XL,BLACK
J0322-KR-XXL,J0322,4.0,KURTA,XXL,BLACK
J0323-CD-L,J0323,2.0,CARDIGAN,L,CREAM
J0323-CD-M,J0323,5.0,CARDIGAN,M,CREAM
J0323-CD-S,J0323,4.0,CARDIGAN,S,CREAM
J0323-CD-XL,J0323,3.0,CARDIGAN,XL,CREAM
J0323-CD-XXL,J0323,2.0,CARDIGAN,XXL,CREAM
J0324-CD-L,J0324,4.0,CARDIGAN,L,BLUE
J0324-CD-M,J0324,2.0,CARDIGAN,M,BLUE
J0324-CD-S,J0324,3.0,CARDIGAN,S,BLUE
J0324-CD-XL,J0324,2.0,CARDIGAN,XL,BLUE
J0324-CD-XXL,J0324,2.0,CARDIGAN,XXL,BLUE
J0324-CD-XXXL,J0324,1.0,CARDIGAN,XXXL,BLUE
J0328-KR-L,J0328,0.0,KURTA,L,WHITE
J0328-KR-M,J0328,0.0,KURTA,M,WHITE
J0328-KR-S,J0328,0.0,KURTA,S,WHITE
J0328-KR-XL,J0328,0.0,KURTA,XL,WHITE
J0328-KR-XS,J0328,1.0,KURTA,XS,WHITE
J0328-KR-XXL,J0328,0.0,KURTA,XXL,WHITE
J0328-KR-XXXL,J0328,0.0,KURTA,XXXL,WHITE
J0329-KR-L,J0329,0.0,KURTA,L,YELLOW
J0329-KR-M,J0329,0.0,KURTA,M,YELLOW
J0329-KR-S,J0329,2.0,KURTA,S,YELLOW
J0329-KR-XL,J0329,26.0,KURTA,XL,YELLOW
J0329-KR-XS,J0329,24.0,KURTA,XS,YELLOW
J0329-KR-XXL,J0329,6.0,KURTA,XXL,YELLOW
J0329-KR-XXXL,J0329,7.0,KURTA,XXXL,YELLOW
J0330-KR-L,J0330,6.0,KURTA,L,BLUE
J0330-KR-M,J0330,8.0,KURTA,M,BLUE
J0330-KR-S,J0330,6.0,KURTA,S,BLUE
J0330-KR-XL,J0330,3.0,KURTA,XL,BLUE
J0330-KR-XS,J0330,5.0,KURTA,XS,BLUE
J0330-KR-XXL,J0330,24.0,KURTA,XXL,BLUE
J0330-KR-XXXL,J0330,23.0,KURTA,XXXL,BLUE
J0331-KR-L,J0331,57.0,KURTA,L,PURPLE
J0331-KR-M,J0331,64.0,KURTA,M,PURPLE
J0331-KR-S,J0331,50.0,KURTA,S,PURPLE
J0331-KR-XL,J0331,51.0,KURTA,XL,PURPLE
J0331-KR-XS,J0331,52.0,KURTA,XS,PURPLE
J0331-KR-XXL,J0331,60.0,KURTA,XXL,PURPLE
J0331-KR-XXXL,J0331,27.0,KURTA,XXXL,PURPLE
J0332-DR-L,J0332,0.0,DRESS,L,PINK
J0332-DR-M,J0332,3.0,DRESS,M,PINK
J0332-DR-S,J0332,2.0,DRESS,S,PINK
J0332-DR-XL,J0332,3.0,DRESS,XL,PINK
J0332-DR-XS,J0332,1.0,DRESS,XS,PINK
J0332-DR-XXL,J0332,4.0,DRESS,XXL,PINK
J0332-DR-XXXL,J0332,2.0,DRESS,XXXL,PINK
J0333-DR-L,J0333,28.0,DRESS,L,BLUE
J0333-DR-M,J0333,29.0,DRESS,M,BLUE
J0333-DR-S,J0333,5.0,DRESS,S,BLUE
J0333-DR-XL,J0333,78.0,DRESS,XL,BLUE
J0333-DR-XS,J0333,42.0,DRESS,XS,BLUE
J0333-DR-XXL,J0333,65.0,DRESS,XXL,BLUE
J0333-DR-XXXL,J0333,36.0,DRESS,XXXL,BLUE
J0334-TP-L,J0334,22.0,TOP,L,ORANGE
J0334-TP-M,J0334,22.0,TOP,M,ORANGE
J0334-TP-S,J0334,5.0,TOP,S,ORANGE
J0334-TP-XL,J0334,2.0,TOP,XL,ORANGE
J0334-TP-XS,J0334,44.0,TOP,XS,ORANGE
J0334-TP-XXL,J0334,15.0,TOP,XXL,ORANGE
J0334-TP-XXXL,J0334,42.0,TOP,XXXL,ORANGE
J0335-DR-L,J0335,11.0,DRESS,L,ORANGE
J0335-DR-M,J0335,13.0,DRESS,M,ORANGE
J0335-DR-S,J0335,28.0,DRESS,S,ORANGE
J0335-DR-XL,J0335,13.0,DRESS,XL,ORANGE
J0335-DR-XS,J0335,122.0,DRESS,XS,ORANGE
J0335-DR-XXL,J0335,3.0,DRESS,XXL,ORANGE
J0335-DR-XXXL,J0335,6.0,DRESS,XXXL,ORANGE
J0336-TP-L,J0336,26.0,TOP,L,BLUE
J0336-TP-M,J0336,41.0,TOP,M,BLUE
J0336-TP-S,J0336,54.0,TOP,S,BLUE
J0336-TP-XL,J0336,50.0,TOP,XL,BLUE
J0336-TP-XS,J0336,27.0,TOP,XS,BLUE
J0336-TP-XXL,J0336,63.0,TOP,XXL,BLUE
J0336-TP-XXXL,J0336,48.0,TOP,XXXL,BLUE
J0337-TP-L,J0337,60.0,TOP,L,MUSTARD
J0337-TP-M,J0337,69.0,TOP,M,MUSTARD
J0337-TP-S,J0337,58.0,TOP,S,MUSTARD
J0337-TP-XL,J0337,75.0,TOP,XL,MUSTARD
J0337-TP-XS,J0337,21.0,TOP,XS,MUSTARD
J0337-TP-XXL,J0337,46.0,TOP,XXL,MUSTARD
J0337-TP-XXXL,J0337,15.0,TOP,XXXL,MUSTARD
J0338-DR-L,J0338,145.0,DRESS,L,MUSTARD
J0338-DR-M,J0338,224.0,DRESS,M,MUSTARD
J0338-DR-S,J0338,245.0,DRESS,S,MUSTARD
J0338-DR-XL,J0338,116.0,DRESS,XL,MUSTARD
J0338-DR-XS,J0338,146.0,DRESS,XS,MUSTARD
J0338-DR-XXL,J0338,37.0,DRESS,XXL,MUSTARD
J0338-DR-XXXL,J0338,52.0,DRESS,XXXL,MUSTARD
J0339-DR-L,J0339,5.0,DRESS,L,GREEN
J0339-DR-M,J0339,12.0,DRESS,M,GREEN
J0339-DR-S,J0339,100.0,DRESS,S,GREEN
J0339-DR-XL,J0339,17.0,DRESS,XL,GREEN
J0339-DR-XS,J0339,46.0,DRESS,XS,GREEN
J0339-DR-XXL,J0339,20.0,DRESS,XXL,GREEN
J0339-DR-XXXL,J0339,10.0,DRESS,XXXL,GREEN
J0340-TP-L,J0340,86.0,TOP,L,GREEN
J0340-TP-M,J0340,40.0,TOP,M,GREEN
J0340-TP-S,J0340,12.0,TOP,S,GREEN
J0340-TP-XL,J0340,21.0,TOP,XL,GREEN
J0340-TP-XS,J0340,49.0,TOP,XS,GREEN
J0340-TP-XXL,J0340,24.0,TOP,XXL,GREEN
J0340-TP-XXXL,J0340,18.0,TOP,XXXL,GREEN
J0341-DR-L,J0341,193.0,DRESS,L,BLUE
J0341-DR-M,J0341,198.0,DRESS,M,BLUE
J0341-DR-S,J0341,441.0,DRESS,S,BLUE
J0341-DR-XL,J0341,31.0,DRESS,XL,BLUE
J0341-DR-XS,J0341,77.0,DRESS,XS,BLUE
J0341-DR-XXL,J0341,166.0,DRESS,XXL,BLUE
J0341-DR-XXXL,J0341,329.0,DRESS,XXXL,BLUE
,J0342,0.0,TOP,FREE,BLUE
J0342-TP-L,J0342,70.0,TOP,L,BLUE
J0342-TP-M,J0342,182.0,TOP,M,BLUE
J0342-TP-S,J0342,151.0,TOP,S,BLUE
J0342-TP-XL,J0342,92.0,TOP,XL,BLUE
J0342-TP-XS,J0342,116.0,TOP,XS,BLUE
J0342-TP-XXL,J0342,61.0,TOP,XXL,BLUE
J0342-TP-XXXL,J0342,49.0,TOP,XXXL,BLUE
J0343-DR-L,J0343,83.0,DRESS,L,NAVY BLUE
J0343-DR-M,J0343,153.0,DRESS,M,NAVY BLUE
J0343-DR-S,J0343,108.0,DRESS,S,NAVY BLUE
J0343-DR-XL,J0343,74.0,DRESS,XL,NAVY BLUE
J0343-DR-XS,J0343,131.0,DRESS,XS,NAVY BLUE
J0343-DR-XXL,J0343,49.0,DRESS,XXL,NAVY BLUE
J0343-DR-XXXL,J0343,7.0,DRESS,XXXL,NAVY BLUE
J0344-TP-L,J0344,234.0,TOP,L,NAVY BLUE
J0344-TP-M,J0344,154.0,TOP,M,NAVY BLUE
J0344-TP-S,J0344,139.0,TOP,S,NAVY BLUE
J0344-TP-XL,J0344,145.0,TOP,XL,NAVY BLUE
J0344-TP-XS,J0344,131.0,TOP,XS,NAVY BLUE
J0344-TP-XXL,J0344,177.0,TOP,XXL,NAVY BLUE
J0344-TP-XXXL,J0344,157.0,TOP,XXXL,NAVY BLUE
J0345-SET-L,J0345,4.0,SET,L,CREAM
J0345-SET-M,J0345,1.0,SET,M,CREAM
J0345-SET-S,J0345,2.0,SET,S,CREAM
J0345-SET-XL,J0345,8.0,SET,XL,CREAM
J0345-SET-XS,J0345,0.0,SET,XS,CREAM
J0345-SET-XXL,J0345,25.0,SET,XXL,CREAM
J0345-SET-XXXL,J0345,32.0,SET,XXXL,CREAM
J0346-SET-L,J0346,6.0,SET,L,CREAM
J0346-SET-M,J0346,2.0,SET,M,CREAM
J0346-SET-S,J0346,2.0,SET,S,CREAM
J0346-SET-XL,J0346,5.0,SET,XL,CREAM
J0346-SET-XS,J0346,3.0,SET,XS,CREAM
J0346-SET-XXL,J0346,28.0,SET,XXL,CREAM
J0346-SET-XXXL,J0346,29.0,SET,XXXL,CREAM
J0347-SET-L,J0347,1.0,SET,L,BLACK
J0347-SET-M,J0347,1.0,SET,M,BLACK
J0347-SET-S,J0347,2.0,SET,S,BLACK
J0347-SET-XL,J0347,6.0,SET,XL,BLACK
J0347-SET-XS,J0347,3.0,SET,XS,BLACK
J0347-SET-XXL,J0347,11.0,SET,XXL,BLACK
J0347-SET-XXXL,J0347,26.0,SET,XXXL,BLACK
J0348-SET-L,J0348,7.0,SET,L,MUSTARD
J0348-SET-M,J0348,4.0,SET,M,MUSTARD
J0348-SET-S,J0348,4.0,SET,S,MUSTARD
J0348-SET-XL,J0348,28.0,SET,XL,MUSTARD
J0348-SET-XS,J0348,4.0,SET,XS,MUSTARD
J0348-SET-XXL,J0348,45.0,SET,XXL,MUSTARD
J0348-SET-XXXL,J0348,34.0,SET,XXXL,MUSTARD
J0349-SET-L,J0349,111.0,CROP TOP WITH PLAZZO,L,CREAM
J0349-SET-M,J0349,232.0,CROP TOP WITH PLAZZO,M,CREAM
J0349-SET-S,J0349,95.0,CROP TOP WITH PLAZZO,S,CREAM
J0349-SET-XL,J0349,64.0,CROP TOP WITH PLAZZO,XL,CREAM
J0349-SET-XS,J0349,77.0,CROP TOP WITH PLAZZO,XS,CREAM
J0349-SET-XXL,J0349,11.0,CROP TOP WITH PLAZZO,XXL,CREAM
J0349-SET-XXXL,J0349,27.0,CROP TOP WITH PLAZZO,XXXL,CREAM
J0350-SET-L,J0350,2.0,SET,L,CREAM
J0350-SET-M,J0350,2.0,SET,M,CREAM
J0350-SET-S,J0350,2.0,SET,S,CREAM
J0350-SET-XL,J0350,3.0,SET,XL,CREAM
J0350-SET-XS,J0350,1.0,SET,XS,CREAM
J0350-SET-XXL,J0350,15.0,SET,XXL,CREAM
J0350-SET-XXXL,J0350,10.0,SET,XXXL,CREAM
J0351-SET-L,J0351,24.0,SET,L,CREAM
J0351-SET-M,J0351,99.0,SET,M,CREAM
J0351-SET-S,J0351,30.0,SET,S,CREAM
J0351-SET-XL,J0351,13.0,SET,XL,CREAM
J0351-SET-XS,J0351,20.0,SET,XS,CREAM
J0351-SET-XXL,J0351,23.0,SET,XXL,CREAM
J0351-SET-XXXL,J0351,18.0,SET,XXXL,CREAM
J0352-KR-L,J0352,22.0,KURTA,L,GREEN
J0352-KR-M,J0352,54.0,KURTA,M,GREEN
J0352-KR-S,J0352,30.0,KURTA,S,GREEN
J0352-KR-XL,J0352,15.0,KURTA,XL,GREEN
J0352-KR-XXL,J0352,26.0,KURTA,XXL,GREEN
J0353-KR-L,J0353,85.0,KURTA,L,PEACH
J0353-KR-M,J0353,91.0,KURTA,M,PEACH
J0353-KR-S,J0353,129.0,KURTA,S,PEACH
J0353-KR-XL,J0353,35.0,KURTA,XL,PEACH
J0353-KR-XXL,J0353,9.0,KURTA,XXL,PEACH
J0354-KR-L,J0354,66.0,KURTA,L,PINK
J0354-KR-M,J0354,77.0,KURTA,M,PINK
J0354-KR-S,J0354,37.0,KURTA,S,PINK
J0354-KR-XL,J0354,81.0,KURTA,XL,PINK
J0354-KR-XXL,J0354,26.0,KURTA,XXL,PINK
J0354-KR-XXXL,J0354,1.0,KURTA,XXXL,PINK
J0355-KR-L,J0355,26.0,KURTA,L,BLUE
J0355-KR-M,J0355,33.0,KURTA,M,BLUE
J0355-KR-S,J0355,33.0,KURTA,S,BLUE
J0355-KR-XL,J0355,30.0,KURTA,XL,BLUE
J0355-KR-XXL,J0355,6.0,KURTA,XXL,BLUE
J0369-SKD-L,J0369,3.0,KURTA SET,L,GREY
J0369-SKD-M,J0369,5.0,KURTA SET,M,GREY
J0369-SKD-S,J0369,7.0,KURTA SET,S,GREY
J0369-SKD-XL,J0369,2.0,KURTA SET,XL,GREY
J0369-SKD-XS,J0369,37.0,KURTA SET,XS,GREY
J0369-SKD-XXL,J0369,33.0,KURTA SET,XXL,GREY
J0369-SKD-XXXL,J0369,23.0,KURTA SET,XXXL,GREY
J0370-SKD-L,J0370,32.0,KURTA SET,L,MAROON
J0370-SKD-M,J0370,45.0,KURTA SET,M,MAROON
J0370-SKD-S,J0370,37.0,KURTA SET,S,MAROON
J0370-SKD-XL,J0370,32.0,KURTA SET,XL,MAROON
J0370-SKD-XS,J0370,46.0,KURTA SET,XS,MAROON
J0370-SKD-XXL,J0370,55.0,KURTA SET,XXL,MAROON
J0370-SKD-XXXL,J0370,35.0,KURTA SET,XXXL,MAROON
J0371-SKD-L,J0371,3.0,KURTA SET,L,TEAL
J0371-SKD-M,J0371,2.0,KURTA SET,M,TEAL
J0371-SKD-S,J0371,2.0,KURTA SET,S,TEAL
J0371-SKD-XL,J0371,3.0,KURTA SET,XL,TEAL
J0371-SKD-XS,J0371,6.0,KURTA SET,XS,TEAL
J0371-SKD-XXL,J0371,11.0,KURTA SET,XXL,TEAL
J0371-SKD-XXXL,J0371,20.0,KURTA SET,XXXL,TEAL
J0372-SKD-L,J0372,31.0,KURTA SET,L,MUSTARD
J0372-SKD-M,J0372,25.0,KURTA SET,M,MUSTARD
J0372-SKD-S,J0372,39.0,KURTA SET,S,MUSTARD
J0372-SKD-XL,J0372,32.0,KURTA SET,XL,MUSTARD
J0372-SKD-XS,J0372,26.0,KURTA SET,XS,MUSTARD
J0372-SKD-XXL,J0372,22.0,KURTA SET,XXL,MUSTARD
J0372-SKD-XXXL,J0372,26.0,KURTA SET,XXXL,MUSTARD
J0373-KR-L,J0373,5.0,KURTA,L,ORANGE
J0373-KR-M,J0373,4.0,KURTA,M,ORANGE
J0373-KR-S,J0373,24.0,KURTA,S,ORANGE
J0373-KR-XL,J0373,3.0,KURTA,XL,ORANGE
J0373-KR-XS,J0373,41.0,KURTA,XS,ORANGE
J0373-KR-XXL,J0373,21.0,KURTA,XXL,ORANGE
J0373-KR-XXXL,J0373,8.0,KURTA,XXXL,ORANGE
J0374-KR-L,J0374,3.0,KURTA,L,GREEN
J0374-KR-M,J0374,2.0,KURTA,M,GREEN
J0374-KR-S,J0374,11.0,KURTA,S,GREEN
J0374-KR-XL,J0374,5.0,KURTA,XL,GREEN
J0374-KR-XS,J0374,23.0,KURTA,XS,GREEN
J0374-KR-XXL,J0374,5.0,KURTA,XXL,GREEN
J0374-KR-XXXL,J0374,7.0,KURTA,XXXL,GREEN
J0375-SKD-L,J0375,35.0,SET,L,CREAM
J0375-SKD-M,J0375,47.0,SET,M,CREAM
J0375-SKD-S,J0375,34.0,SET,S,CREAM
J0375-SKD-XL,J0375,22.0,SET,XL,CREAM
J0375-SKD-XS,J0375,37.0,SET,XS,CREAM
J0375-SKD-XXL,J0375,37.0,SET,XXL,CREAM
J0375-SKD-XXXL,J0375,19.0,SET,XXXL,CREAM
J0376-SKD-L,J0376,1.0,KURTA,L,PINK
J0376-SKD-M,J0376,0.0,KURTA,M,PINK
J0376-SKD-S,J0376,7.0,KURTA,S,PINK
J0376-SKD-XL,J0376,9.0,KURTA,XL,PINK
J0376-SKD-XS,J0376,5.0,KURTA,XS,PINK
J0376-SKD-XXL,J0376,3.0,KURTA,XXL,PINK
J0376-SKD-XXXL,J0376,2.0,KURTA,XXXL,PINK
J0377-SKD-L,J0377,7.0,SET,L,BEIGE
J0377-SKD-M,J0377,3.0,SET,M,BEIGE
J0377-SKD-S,J0377,23.0,SET,S,BEIGE
J0377-SKD-XL,J0377,0.0,SET,XL,BEIGE
J0377-SKD-XS,J0377,25.0,SET,XS,BEIGE
J0377-SKD-XXL,J0377,1.0,SET,XXL,BEIGE
J0377-SKD-XXXL,J0377,2.0,SET,XXXL,BEIGE
J0378-SKD-L,J0378,1.0,SET,L,GREEN
J0378-SKD-M,J0378,1.0,SET,M,GREEN
J0378-SKD-S,J0378,3.0,SET,S,GREEN
J0378-SKD-XL,J0378,2.0,SET,XL,GREEN
J0378-SKD-XS,J0378,3.0,SET,XS,GREEN
J0378-SKD-XXL,J0378,0.0,SET,XXL,GREEN
J0378-SKD-XXXL,J0378,2.0,SET,XXXL,GREEN
J0379-SKD-L,J0379,3.0,SET,L,GREEN
J0379-SKD-M,J0379,7.0,SET,M,GREEN
J0379-SKD-S,J0379,14.0,SET,S,GREEN
J0379-SKD-XL,J0379,12.0,SET,XL,GREEN
J0379-SKD-XS,J0379,19.0,SET,XS,GREEN
J0379-SKD-XXL,J0379,2.0,SET,XXL,GREEN
J0379-SKD-XXXL,J0379,24.0,SET,XXXL,GREEN
J0380-SKD-L,J0380,29.0,SET,L,PINK
J0380-SKD-M,J0380,16.0,SET,M,PINK
J0380-SKD-S,J0380,27.0,SET,S,PINK
J0380-SKD-XL,J0380,12.0,SET,XL,PINK
J0380-SKD-XS,J0380,33.0,SET,XS,PINK
J0380-SKD-XXL,J0380,14.0,SET,XXL,PINK
J0380-SKD-XXXL,J0380,19.0,SET,XXXL,PINK
J0381-SKD-L,J0381,47.0,SET,L,GOLD
J0381-SKD-M,J0381,91.0,SET,M,GOLD
J0381-SKD-S,J0381,32.0,SET,S,GOLD
J0381-SKD-XL,J0381,31.0,SET,XL,GOLD
J0381-SKD-XS,J0381,28.0,SET,XS,GOLD
J0381-SKD-XXL,J0381,29.0,SET,XXL,GOLD
J0381-SKD-XXXL,J0381,21.0,SET,XXXL,GOLD
J0382-SKD-L,J0382,10.0,SET,L,GREY
J0382-SKD-M,J0382,4.0,SET,M,GREY
J0382-SKD-S,J0382,18.0,SET,S,GREY
J0382-SKD-XL,J0382,13.0,SET,XL,GREY
J0382-SKD-XS,J0382,28.0,SET,XS,GREY
J0382-SKD-XXL,J0382,20.0,SET,XXL,GREY
J0382-SKD-XXXL,J0382,22.0,SET,XXXL,GREY
J0385-KR-L,J0385,10.0,KURTA,L,RED
J0385-KR-M,J0385,5.0,KURTA,M,RED
J0385-KR-S,J0385,13.0,KURTA,S,RED
J0385-KR-XL,J0385,24.0,KURTA,XL,RED
J0385-KR-XS,J0385,30.0,KURTA,XS,RED
J0385-KR-XXL,J0385,39.0,KURTA,XXL,RED
J0385-KR-XXXL,J0385,20.0,KURTA,XXXL,RED
J0386-KR-L,J0386,0.0,KURTA,L,RUST
J0386-KR-M,J0386,0.0,KURTA,M,RUST
J0386-KR-S,J0386,3.0,KURTA,S,RUST
J0386-KR-XL,J0386,0.0,KURTA,XL,RUST
J0386-KR-XS,J0386,6.0,KURTA,XS,RUST
J0386-KR-XXL,J0386,1.0,KURTA,XXL,RUST
J0386-KR-XXXL,J0386,2.0,KURTA,XXXL,RUST
J0388-TP-L,J0388,32.0,TOP,L,RED
J0388-TP-M,J0388,28.0,TOP,M,RED
J0388-TP-S,J0388,38.0,TOP,S,RED
J0388-TP-XL,J0388,36.0,TOP,XL,RED
J0388-TP-XS,J0388,29.0,TOP,XS,RED
J0388-TP-XXL,J0388,39.0,TOP,XXL,RED
J0388-TP-XXXL,J0388,31.0,TOP,XXXL,RED
J0389-TP-L,J0389,27.0,TOP,L,TEAL
J0389-TP-M,J0389,24.0,TOP,M,TEAL
J0389-TP-S,J0389,23.0,TOP,S,TEAL
J0389-TP-XL,J0389,30.0,TOP,XL,TEAL
J0389-TP-XS,J0389,37.0,TOP,XS,TEAL
J0389-TP-XXL,J0389,34.0,TOP,XXL,TEAL
J0389-TP-XXXL,J0389,25.0,TOP,XXXL,TEAL
J0390-TP-L,J0390,3.0,TOP,L,MAUVE
J0390-TP-M,J0390,3.0,TOP,M,MAUVE
J0390-TP-S,J0390,15.0,TOP,S,MAUVE
J0390-TP-XL,J0390,1.0,TOP,XL,MAUVE
J0390-TP-XS,J0390,30.0,TOP,XS,MAUVE
J0390-TP-XXL,J0390,4.0,TOP,XXL,MAUVE
J0390-TP-XXXL,J0390,2.0,TOP,XXXL,MAUVE
J0391-TP-L,J0391,1.0,TOP,L,GREEN
J0391-TP-M,J0391,2.0,TOP,M,GREEN
J0391-TP-S,J0391,11.0,TOP,S,GREEN
J0391-TP-XL,J0391,1.0,TOP,XL,GREEN
J0391-TP-XS,J0391,20.0,TOP,XS,GREEN
J0391-TP-XXL,J0391,10.0,TOP,XXL,GREEN
J0391-TP-XXXL,J0391,0.0,TOP,XXXL,GREEN
J0392-TP-L,J0392,20.0,TOP,L,RUST
J0392-TP-M,J0392,25.0,TOP,M,RUST
J0392-TP-S,J0392,31.0,TOP,S,RUST
J0392-TP-XL,J0392,30.0,TOP,XL,RUST
J0392-TP-XS,J0392,21.0,TOP,XS,RUST
J0392-TP-XXL,J0392,34.0,TOP,XXL,RUST
J0392-TP-XXXL,J0392,28.0,TOP,XXXL,RUST
J0395-DR-L,J0395,2.0,DRESS,L,TEAL
J0395-DR-M,J0395,0.0,DRESS,M,TEAL
J0395-DR-S,J0395,1.0,DRESS,S,TEAL
J0395-DR-XL,J0395,2.0,DRESS,XL,TEAL
J0395-DR-XS,J0395,1.0,DRESS,XS,TEAL
J0395-DR-XXL,J0395,3.0,DRESS,XXL,TEAL
J0395-DR-XXXL,J0395,2.0,DRESS,XXXL,TEAL
J0396-DR-L,J0396,1.0,DRESS,L,YELLOW
J0396-DR-M,J0396,4.0,DRESS,M,YELLOW
J0396-DR-S,J0396,6.0,DRESS,S,YELLOW
J0396-DR-XL,J0396,1.0,DRESS,XL,YELLOW
J0396-DR-XS,J0396,4.0,DRESS,XS,YELLOW
J0396-DR-XXL,J0396,7.0,DRESS,XXL,YELLOW
J0396-DR-XXXL,J0396,2.0,DRESS,XXXL,YELLOW
J0397-DR-L,J0397,2.0,DRESS,L,RED
J0397-DR-M,J0397,6.0,DRESS,M,RED
J0397-DR-S,J0397,26.0,DRESS,S,RED
J0397-DR-XL,J0397,7.0,DRESS,XL,RED
J0397-DR-XS,J0397,21.0,DRESS,XS,RED
J0397-DR-XXL,J0397,16.0,DRESS,XXL,RED
J0397-DR-XXXL,J0397,3.0,DRESS,XXXL,RED
J0398-DR-L,J0398,13.0,DRESS,L,WINE
J0398-DR-M,J0398,2.0,DRESS,M,WINE
J0398-DR-S,J0398,3.0,DRESS,S,WINE
J0398-DR-XL,J0398,21.0,DRESS,XL,WINE
J0398-DR-XS,J0398,19.0,DRESS,XS,WINE
J0398-DR-XXL,J0398,29.0,DRESS,XXL,WINE
J0399-DR-L,J0399,1.0,DRESS,L,RUST
J0399-DR-M,J0399,2.0,DRESS,M,RUST
J0399-DR-S,J0399,3.0,DRESS,S,RUST
J0399-DR-XL,J0399,5.0,DRESS,XL,RUST
J0399-DR-XS,J0399,0.0,DRESS,XS,RUST
J0399-DR-XXL,J0399,9.0,DRESS,XXL,RUST
J0399-DR-XXXL,J0399,17.0,DRESS,XXXL,RUST
J0400-DR-L,J0400,4.0,DRESS,L,SEA GREEN
J0400-DR-M,J0400,4.0,DRESS,M,SEA GREEN
J0400-DR-S,J0400,3.0,DRESS,S,SEA GREEN
J0400-DR-XL,J0400,12.0,DRESS,XL,SEA GREEN
J0400-DR-XS,J0400,10.0,DRESS,XS,SEA GREEN
J0400-DR-XXL,J0400,24.0,DRESS,XXL,SEA GREEN
J0400-DR-XXXL,J0400,15.0,DRESS,XXXL,SEA GREEN
J0401-DR-L,J0401,3.0,DRESS,L,YELLOW
J0401-DR-M,J0401,3.0,DRESS,M,YELLOW
J0401-DR-S,J0401,6.0,DRESS,S,YELLOW
J0401-DR-XL,J0401,2.0,DRESS,XL,YELLOW
J0401-DR-XS,J0401,5.0,DRESS,XS,YELLOW
J0401-DR-XXL,J0401,4.0,DRESS,XXL,YELLOW
J0401-DR-XXXL,J0401,2.0,DRESS,XXXL,YELLOW
J0402-DR-L,J0402,13.0,DRESS,L,TEAL
J0402-DR-M,J0402,21.0,DRESS,M,TEAL
J0402-DR-S,J0402,22.0,DRESS,S,TEAL
J0402-DR-XL,J0402,35.0,DRESS,XL,TEAL
J0402-DR-XS,J0402,16.0,DRESS,XS,TEAL
J0402-DR-XXL,J0402,23.0,DRESS,XXL,TEAL
J0413-DR-L,J0413,0.0,DRESS,L,MINT GREEN
J0413-DR-M,J0413,1.0,DRESS,M,MINT GREEN
J0413-DR-S,J0413,5.0,DRESS,S,MINT GREEN
J0413-DR-XL,J0413,12.0,DRESS,XL,MINT GREEN
J0413-DR-XS,J0413,4.0,DRESS,XS,MINT GREEN
J0413-DR-XXL,J0413,7.0,DRESS,XXL,MINT GREEN
J0414-DR-L,J0414,1.0,DRESS,L,CORAL ORANGE
J0414-DR-M,J0414,1.0,DRESS,M,CORAL ORANGE
J0414-DR-S,J0414,0.0,DRESS,S,CORAL ORANGE
J0414-DR-XL,J0414,3.0,DRESS,XL,CORAL ORANGE
J0414-DR-XS,J0414,1.0,DRESS,XS,CORAL ORANGE
J0414-DR-XXL,J0414,0.0,DRESS,XXL,CORAL ORANGE
J0414-DR-XXXL,J0414,0.0,DRESS,XXXL,CORAL ORANGE
J0415-DR-L,J0415,4.0,DRESS,L,CORAL PINK
J0415-DR-M,J0415,0.0,DRESS,M,CORAL PINK
J0415-DR-S,J0415,0.0,DRESS,S,CORAL PINK
J0415-DR-XL,J0415,3.0,DRESS,XL,CORAL PINK
J0415-DR-XS,J0415,2.0,DRESS,XS,CORAL PINK
J0415-DR-XXL,J0415,2.0,DRESS,XXL,CORAL PINK
J0415-DR-XXXL,J0415,7.0,DRESS,XXXL,CORAL PINK
J0416-DR-L,J0416,2.0,DRESS,L,PINK
J0416-DR-M,J0416,1.0,DRESS,M,PINK
J0416-DR-S,J0416,0.0,DRESS,S,PINK
J0416-DR-XL,J0416,13.0,DRESS,XL,PINK
J0416-DR-XS,J0416,12.0,DRESS,XS,PINK
J0416-DR-XXL,J0416,9.0,DRESS,XXL,PINK
J0417-TP-L,J0417,23.0,TOP,L,SEA GREEN
J0417-TP-M,J0417,8.0,TOP,M,SEA GREEN
J0417-TP-S,J0417,18.0,TOP,S,SEA GREEN
J0417-TP-XL,J0417,20.0,TOP,XL,SEA GREEN
J0417-TP-XS,J0417,19.0,TOP,XS,SEA GREEN
J0417-TP-XXL,J0417,12.0,TOP,XXL,SEA GREEN
J0417-TP-XXXL,J0417,13.0,TOP,XXXL,SEA GREEN
J0418-TP-L,J0418,12.0,TOP,L,YELLOW
J0418-TP-M,J0418,3.0,TOP,M,YELLOW
J0418-TP-S,J0418,1.0,TOP,S,YELLOW
J0418-TP-XL,J0418,42.0,TOP,XL,YELLOW
J0418-TP-XS,J0418,2.0,TOP,XS,YELLOW
J0418-TP-XXL,J0418,29.0,TOP,XXL,YELLOW
